B_theta	B_ovatus	B_uniformis	B_caccae	B_intestihominis	E_rectale	B_formatexigens	R_intestinalis	F_prausnitzii	E_coli	D_piger	C_aerofaciens	A_muciniphila	C_symbiosum	group_ID	mouse	day
1.5493011746702	-5.7667085601152	-2.6631062234652	-0.75633287502039	-0.347770614026288	16.1944385927954	-4.09494692099303	0	0	0.29256732389465	0.24799429443072	-1.4131763086588	-2.6565637850635	-0.58569609844861	FF	1	8
-5.46022170179938	-3.5865602960885	2.6638336607764	-0.75225300161195	0.0181332331589081	-0.114632715200401	2.51844064588653	0.00539228902669183	0.846589377190617	0.597801179703799	-0.4897702415733	0.196690472670426	3.7828208169165	-0.226263719056171	FF	1	13
-1.64287816756648	-3.9275153396763	0.74208012118806	5.27621065161615	2.17453822028427	-9.85449195906644	-3.86983822354104	0.607706809010212	1.08113567144464	-1.3317447119416	1.74248372431032	1.42973350384491	7.3048398186102	0.267739881483131	FF	1	15
-4.41409482341406	-9.02017853957324	3.26115466735219	8.80632837717925	-1.86113066169238	-4.72652182662894	-3.79000550801339	-0.00667992927488703	-0.17256062522649	3.61932769102961	0.68617315879323	-0.17773268028661	6.3915131630806	1.40440753667503	FF	1	16
1.30604699890883	-2.52600706215151	2.2699248886267	0.7138786273559	-0.09958662771301	-0.791069221276327	-1.5084609639751	0.00197417615976103	-0.25280534717336	-1.55904884547668	-0.33638982326086	0.59749405607696	2.7436543213994	-0.55960517750072	FF	1	17
0.75083120706485	0.10040740131146	-0.692590255028	-2.6046278918138	0.64154888785641	-0.294759408912188	-0.10423514158504	0.055939180439565	1.76543875121768	-1.38811094953752	2.6279343045628	0.26633448034012	-3.4992300936271	2.3751195277108	FF	1	18
-0.78514408473155	0.0424972626596201	-1.3869935821934	2.5918069731898	-0.15088488376279	-0.269154111820674	-0.83966403749525	-0.095943190080116	-2.12188840451664	-2.90864834306067	-1.17599729718582	2.27393912116963	6.9994123005456	-2.17333772271773	FF	1	19
1.8875043898544	1.61486475629469	0.7817223255327	1.6348675458246	0.76579544161573	1.06903250504417	0.0253362997602498	0.406640391234825	1.22428479030176	4.03503111042398	-0.53888882615945	-3.60342826275837	-10.2004075290382	0.89764506206885	FF	1	20
-3.05704303184609	-1.75384562092084	-2.88646290730719	-8.7710805993348	-1.39661535657888	-0.452867187423517	6.69702448681754	-0.869477689361735	-1.5679987308654	-6.8524031098818	-2.70069132191564	16.9571945699313	8.1731414871718	-1.51887498848466	FF	1	21
3.52782786297815	1.52248371030288	1.44808196132109	1.8225499889098	0.24840256918071	1.93455623511231	-5.85726604923653	1.97537281833701	1.85676405519944	3.82513261118656	1.76623804748725	-15.4701514889971	0.683367073377504	0.71664060484086	FF	1	22
-1.12866568979267	-0.35744465512365	2.1213149631119	7.3660172215465	0.20061329805306	-1.49330337083908	-0.8836544626293	-0.71310372440847	-1.03686396545476	1.15586663389194	0.603212222140129	-0.86986100695736	-6.1766338159158	1.21250635237757	FF	1	23
3.8669710899192	-1.0127462768197	-1.3321248280023	2.4494985118854	-0.473666448188	-0.974329842015333	-1.3617659442402	-0.666500999069659	-0.0544388064409198	-2.81127783975241	-1.13890685429788	-1.76610701403327	7.2000222819301	-1.92462703087494	FF	1	24
-4.42542942532123	-0.34087416174936	-0.90354110837408	-4.3729102359296	-0.177472108819975	-0.051996071929012	0.394286258534027	0.391814979486579	0.0501831993431099	1.15623390060913	1.38075952326321	0.299421612471697	4.2731481281053	2.3263755103101	FF	1	25
0.57155696579945	0.7884527322184	4.84521807537108	1.9217537263884	0.832122169354655	-0.140769012668875	-0.36034374831748	-0.401949856785214	0.11438974741312	2.15342486627447	1.02900028964956	0.754264159723574	-11.8666882227923	-0.24043189162875	FF	1	26
2.63264717245474	1.21422160105429	-5.99098693161486	5.3486538233449	-0.55052679909183	0.0513954568809939	0.27046468161598	0.00483621577825299	-0.882847578950038	-1.89294876191076	-1.30388474462026	0.84025782483645	1.1193495281976	-0.86063148797555	FF	1	42
-1.77856373659386	-0.63173054245549	-2.43592767942852	-6.063157316208	-0.07273250908243	0.0950337630112864	1.03295188176017	0.960286040184631	2.49795631576895	-0.69935320731175	0.66035701691122	3.90413399710916	0.229374012192501	2.3013719641421	FF	1	43
-2.1109855354436	0.88777773286745	2.73264786282095	8.8018896341844	0.20840678183221	0.051821470678548	-1.69718437332587	-1.43075901775147	-0.82529621017031	-3.28103381330196	-2.43540834258752	-6.081984137348	8.0943920183022	-2.91428407075691	FF	1	44
2.28644278704381	-0.0681392520449702	-1.63905692507108	-3.1040203016404	0.70993627366416	-0.207897497504896	0.973152119682549	0.325381967407028	-0.40708141635858	3.31797900068757	2.47573117830194	4.60816518111792	-10.9425241197916	1.67193100450648	FF	1	45
-0.35547911287092	-0.12050174163749	4.37607829010231	-3.0192889143539	-0.97316991402521	-0.0244857982370225	-0.904085843228519	-0.266552636487794	-0.98542273735632	-3.30982105154432	-2.33093820759636	-4.10588346759198	14.2437344248432	-2.22418329001561	FF	1	46
0.50559742648624	1.19626535261234	0.746475416393901	-3.5945163915722	0.6265680185727	0.00936855911560802	0.363249408911297	0.480721170596109	1.95271786366854	3.57361553606588	3.28485396556173	2.42307152072465	-14.205343557607	2.63735571047018	FF	1	47
0.493256139343281	-0.5265450629696	-2.57317750263294	3.2951295040591	-0.33401010353654	-0.00046225345119762	-0.129279106898297	-0.201032969028663	-1.22083806517327	1.23772672586137	-0.375300295083471	0.27851354509414	0.452565597881097	-0.39654615346498	FF	1	48
1.44789997978926	-0.36189705270881	1.85208155205384	0.5125002711486	1.03271059341697	-0.00479124867087104	0.067269893658102	-0.0414537872331601	0.27018163879162	-3.05771946258402	-0.74753558003326	-0.534780512042	-0.565584066565798	0.13111778097948	FF	1	49
-1.36696239004118	-0.83798852580375	-2.80311362782854	-4.6116437336714	1.19000032748767	-0.00411505699353936	-0.110637133744631	0.066076527676553	0.80250004050217	0.62855897407264	-0.0828235128402302	0.86219850381058	6.0526223552288	0.21532725214485	FF	1	50
0.121142112417069	1.18944920583755	2.31685077832954	0.126615620785099	-0.28502480031304	0	-0.208141179399566	-0.0415679889445491	-0.42760250392974	0.70904843497969	0.82443617423851	-0.74418217584304	-3.2810775763983	-0.29994610175919	FF	1	51
