sampleID	plate	sampleID2	mouse	group_ID	group_sort	day	diet	day_of_diet
24OCT_09_pl1	1	24OCT09_pl1	9	pre	3	15	pre	pre
24OCT_10_pl1	1	24OCT10_pl1	10	pre	3	15	pre	pre
24OCT_11_pl1	1	24OCT11_pl1	11	pre	3	15	pre	pre
24OCT_12_pl1	1	24OCT12_pl1	12	1_FR_FF	4	15	1_FR_FF	FR
24OCT_13_pl1	1	24OCT13_pl1	13	1_FR_FF	4	15	1_FR_FF	FR
24OCT_14_pl1	1	24OCT14_pl1	14	1_FR_FF	4	15	1_FR_FF	FR
24OCT_15_pl1	1	24OCT15_pl1	15	4_FR_FF	5	15	4_FR_FF	FR
24OCT_16_pl1	1	24OCT16_pl1	16	4_FR_FF	5	15	4_FR_FF	FR
24OCT_17_pl1	1	24OCT17_pl1	17	4_FR_FF	5	15	4_FR_FF	FR
24OCT_18_pl1	1	24OCT18_pl1	18	1_pre_FF	6	15	1_pre_FF	pre
24OCT_19_pl1	1	24OCT19_pl1	19	1_pre_FF	6	15	1_pre_FF	pre
24OCT_20_pl1	1	24OCT20_pl1	20	1_pre_FF	6	15	1_pre_FF	pre
24OCT_21_pl1	1	24OCT21_pl1	21	4_pre_FF	7	15	4_pre_FF	pre
24OCT_22_pl1	1	24OCT22_pl1	22	4_pre_FF	7	15	4_pre_FF	pre
24OCT_23_pl1	1	24OCT23_pl1	23	4_pre_FF	7	15	4_pre_FF	pre
25NOV_01_pl2	2	25NOV_01	1	FF	1	47	FF	FF
25NOV_02_pl2	2	25NOV_02	2	FF	1	47	FF	FF
25NOV_03_pl2	2	25NOV_03	3	FF	1	47	FF	FF
25NOV_04_pl2	2	25NOV_04	4	FF	1	47	FF	FF
25NOV_05_pl2	2	25NOV_05	5	FR	2	47	FR	FR
25NOV_06_pl2	2	25NOV_06	6	FR	2	47	FR	FR
25NOV_07_pl2	2	25NOV_07	7	FR	2	47	FR	FR
25NOV_08_pl2	2	25NOV_08	8	FR	2	47	FR	FR
25NOV_09_pl2	2	25NOV_09	9	pre	3	47	pre	pre
25NOV_10_pl2	2	25NOV_10	10	pre	3	47	pre	pre
25NOV_11_pl2	2	25NOV_11	11	pre	3	47	pre	pre
25NOV_12_pl2	2	25NOV_12	12	1_FR_FF	4	47	1_FR_FF	FR
25NOV_13_pl2	2	25NOV_13	13	1_FR_FF	4	47	1_FR_FF	FR
25NOV_14_pl2	2	25NOV_14	14	1_FR_FF	4	47	1_FR_FF	FR
25NOV_15_pl2	2	25NOV_15	15	4_FR_FF	5	47	4_FR_FF	FR
25NOV_16_pl2	2	25NOV_16	16	4_FR_FF	5	47	4_FR_FF	FR
25NOV_17_pl2	2	25NOV_17	17	4_FR_FF	5	47	4_FR_FF	FR
25NOV_18_pl2	2	25NOV_18	18	1_pre_FF	6	47	1_pre_FF	pre
25NOV_19_pl2	2	25NOV_19	19	1_pre_FF	6	47	1_pre_FF	pre
25NOV_20_pl2	2	25NOV_20	20	1_pre_FF	6	47	1_pre_FF	pre
25NOV_21_pl2	2	25NOV_21	21	4_pre_FF	7	47	4_pre_FF	pre
25NOV_22_pl2	2	25NOV_22	22	4_pre_FF	7	47	4_pre_FF	pre
25NOV_23_pl2	2	25NOV_23	23	4_pre_FF	7	47	4_pre_FF	pre
25OCT_01_pl1	1	25OCT01_pl1	1	FF	1	16	FF	FF
25OCT_02_pl1	1	25OCT02_pl1	2	FF	1	16	FF	FF
25OCT_03_pl1	1	25OCT03_pl1	3	FF	1	16	FF	FF
25OCT_04_pl1	1	25OCT04_pl1	4	FF	1	16	FF	FF
25OCT_05_pl1	1	25OCT05_pl1	5	FR	2	16	FR	FR
25OCT_06_pl1	1	25OCT06_pl1	6	FR	2	16	FR	FR
25OCT_07_pl1	1	25OCT07_pl1	7	FR	2	16	FR	FR
25OCT_08_pl1	1	25OCT08_pl1	8	FR	2	16	FR	FR
25OCT_09_pl1	1	25OCT09_pl1	9	pre	3	16	pre	pre
25OCT_10_pl1	1	25OCT10_pl1	10	pre	3	16	pre	pre
25OCT_11_pl1	1	25OCT11_pl1	11	pre	3	16	pre	pre
25OCT_12_pl1	1	25OCT12_pl1	12	1_FR_FF	4	16	1_FR_FF	FF
25OCT_13_pl1	1	25OCT13_pl1	13	1_FR_FF	4	16	1_FR_FF	FF
25OCT_14_pl1	1	25OCT14_pl1	14	1_FR_FF	4	16	1_FR_FF	FF
25OCT_16_pl1	1	25OCT16_pl1	16	4_FR_FF	5	16	4_FR_FF	FR
25OCT_17_pl1	1	25OCT17_pl1	17	4_FR_FF	5	16	4_FR_FF	FR
25OCT_18_pl1	1	25OCT18_pl1	18	1_pre_FF	6	16	1_pre_FF	FF
25OCT_19_pl1	1	25OCT19_pl1	19	1_pre_FF	6	16	1_pre_FF	FF
25OCT_20_pl1	1	25OCT20_pl1	20	1_pre_FF	6	16	1_pre_FF	FF
25OCT_23_pl1	1	25OCT23_pl1	23	4_pre_FF	7	16	4_pre_FF	pre
26NOV_01_pl2	2	26NOV_01	1	FF	1	48	FF	FF
26NOV_02_pl2	2	26NOV_02	2	FF	1	48	FF	FF
26NOV_03_pl2	2	26NOV_03	3	FF	1	48	FF	FF
26NOV_04_pl2	2	26NOV_04	4	FF	1	48	FF	FF
26NOV_05_pl2	2	26NOV_05	5	FR	2	48	FR	FR
26NOV_06_pl2	2	26NOV_06	6	FR	2	48	FR	FR
26NOV_07_pl2	2	26NOV_07	7	FR	2	48	FR	FR
26NOV_08_pl2	2	26NOV_08	8	FR	2	48	FR	FR
26NOV_09_pl2	2	26NOV_09	9	pre	3	48	pre	pre
26NOV_10_pl2	2	26NOV_10	10	pre	3	48	pre	pre
26NOV_11_pl2	2	26NOV_11	11	pre	3	48	pre	pre
26NOV_12_pl2	2	26NOV_12	12	1_FR_FF	4	48	1_FR_FF	FF
26NOV_13_pl2	2	26NOV_13	13	1_FR_FF	4	48	1_FR_FF	FF
26NOV_14_pl2	2	26NOV_14	14	1_FR_FF	4	48	1_FR_FF	FF
26NOV_15_pl2	2	26NOV_15	15	4_FR_FF	5	48	4_FR_FF	FR
26NOV_16_pl2	2	26NOV_16	16	4_FR_FF	5	48	4_FR_FF	FR
26NOV_17_pl2	2	26NOV_17	17	4_FR_FF	5	48	4_FR_FF	FR
26NOV_18_pl2	2	26NOV_18	18	1_pre_FF	6	48	1_pre_FF	FF
26NOV_19_pl2	2	26NOV_19	19	1_pre_FF	6	48	1_pre_FF	FF
26NOV_20_pl2	2	26NOV_20	20	1_pre_FF	6	48	1_pre_FF	FF
26NOV_21_pl2	2	26NOV_21	21	4_pre_FF	7	48	4_pre_FF	pre
26NOV_22_pl2	2	26NOV_22	22	4_pre_FF	7	48	4_pre_FF	pre
26NOV_23_pl2	2	26NOV_23	23	4_pre_FF	7	48	4_pre_FF	pre
26OCT_01_pl1	1	26OCT01_pl1	1	FF	1	17	FF	FF
26OCT_02_pl1	1	26OCT02_pl1	2	FF	1	17	FF	FF
26OCT_03_pl1	1	26OCT03_pl1	3	FF	1	17	FF	FF
26OCT_04_pl1	1	26OCT04_pl1	4	FF	1	17	FF	FF
26OCT_05_pl1	1	26OCT05_pl1	5	FR	2	17	FR	FR
26OCT_06_pl1	1	26OCT06_pl1	6	FR	2	17	FR	FR
26OCT_07_pl1	1	26OCT07_pl1	7	FR	2	17	FR	FR
26OCT_08_pl1	1	26OCT08_pl1	8	FR	2	17	FR	FR
26OCT_09_pl1	1	26OCT09_pl1	9	pre	3	17	pre	pre
26OCT_10_pl1	1	26OCT10_pl1	10	pre	3	17	pre	pre
26OCT_11_pl1	1	26OCT11_pl1	11	pre	3	17	pre	pre
26OCT_12_pl1	1	26OCT12_pl1	12	1_FR_FF	4	17	1_FR_FF	FR
26OCT_13_pl1	1	26OCT13_pl1	13	1_FR_FF	4	17	1_FR_FF	FR
26OCT_14_pl1	1	26OCT14_pl1	14	1_FR_FF	4	17	1_FR_FF	FR
26OCT_15_pl1	1	26OCT15_pl1	15	4_FR_FF	5	17	4_FR_FF	FR
26OCT_16_pl1	1	26OCT16_pl1	16	4_FR_FF	5	17	4_FR_FF	FR
26OCT_17_pl1	1	26OCT17_pl1	17	4_FR_FF	5	17	4_FR_FF	FR
26OCT_18_pl1	1	26OCT18_pl1	18	1_pre_FF	6	17	1_pre_FF	pre
26OCT_19_pl1	1	26OCT19_pl1	19	1_pre_FF	6	17	1_pre_FF	pre
26OCT_20_pl1	1	26OCT20_pl1	20	1_pre_FF	6	17	1_pre_FF	pre
26OCT_21_pl1	1	26OCT21_pl1	21	4_pre_FF	7	17	4_pre_FF	pre
26OCT_22_pl1	1	26OCT22_pl1	22	4_pre_FF	7	17	4_pre_FF	pre
26OCT_23_pl1	1	26OCT23_pl1	23	4_pre_FF	7	17	4_pre_FF	pre
27NOV_01_pl2	2	27NOV_01	1	FF	1	49	FF	FF
27NOV_02_pl2	2	27NOV_02	2	FF	1	49	FF	FF
27NOV_03_pl2	2	27NOV_03	3	FF	1	49	FF	FF
27NOV_04_pl2	2	27NOV_04	4	FF	1	49	FF	FF
27NOV_05_pl2	2	27NOV_05	5	FR	2	49	FR	FR
27NOV_06_pl2	2	27NOV_06	6	FR	2	49	FR	FR
27NOV_07_pl2	2	27NOV_07	7	FR	2	49	FR	FR
27NOV_08_pl2	2	27NOV_08	8	FR	2	49	FR	FR
27NOV_09_pl2	2	27NOV_09	9	pre	3	49	pre	pre
27NOV_10_pl2	2	27NOV_10	10	pre	3	49	pre	pre
27NOV_11_pl2	2	27NOV_11	11	pre	3	49	pre	pre
27NOV_12_pl2	2	27NOV_12	12	1_FR_FF	4	49	1_FR_FF	FR
27NOV_13_pl2	2	27NOV_13	13	1_FR_FF	4	49	1_FR_FF	FR
27NOV_14_pl2	2	27NOV_14	14	1_FR_FF	4	49	1_FR_FF	FR
27NOV_15_pl2	2	27NOV_15	15	4_FR_FF	5	49	4_FR_FF	FR
27NOV_16_pl2	2	27NOV_16	16	4_FR_FF	5	49	4_FR_FF	FR
27NOV_17_pl2	2	27NOV_17	17	4_FR_FF	5	49	4_FR_FF	FR
27NOV_18_pl2	2	27NOV_18	18	1_pre_FF	6	49	1_pre_FF	pre
27NOV_19_pl2	2	27NOV_19	19	1_pre_FF	6	49	1_pre_FF	pre
27NOV_20_pl2	2	27NOV_20	20	1_pre_FF	6	49	1_pre_FF	pre
27NOV_21_pl2	2	27NOV_21	21	4_pre_FF	7	49	4_pre_FF	pre
27NOV_22_pl2	2	27NOV_22	22	4_pre_FF	7	49	4_pre_FF	pre
27NOV_23_pl2	2	27NOV_23	23	4_pre_FF	7	49	4_pre_FF	pre
27OCT_01_pl1	1	27OCT01_pl1	1	FF	1	18	FF	FF
27OCT_02_pl1	1	27OCT02_pl1	2	FF	1	18	FF	FF
27OCT_03_pl1	1	27OCT03_pl1	3	FF	1	18	FF	FF
27OCT_05_pl1	1	27OCT05_pl1	5	FR	2	18	FR	FR
27OCT_06_pl1	1	27OCT06_pl1	6	FR	2	18	FR	FR
27OCT_07_pl1	1	27OCT07_pl1	7	FR	2	18	FR	FR
27OCT_08_pl1	1	27OCT08_pl1	8	FR	2	18	FR	FR
27OCT_09_plr	r	27OCT_09_plr	9	pre	3	18	pre	pre
27OCT_10_pl2	2	27OCT_10	10	pre	3	18	pre	pre
27OCT_10_plr	r	27OCT_10_plr	10	pre	3	18	pre	pre
27OCT_11_pl2	2	27OCT_11	11	pre	3	18	pre	pre
27OCT_11_plr	r	27OCT_11_plr	11	pre	3	18	pre	pre
27OCT_12_pl2	2	27OCT_12	12	1_FR_FF	4	18	1_FR_FF	FF
27OCT_12_plr	r	27OCT_12_plr	12	1_FR_FF	4	18	1_FR_FF	FF
27OCT_13_pl2	2	27OCT_13	13	1_FR_FF	4	18	1_FR_FF	FF
27OCT_13_plr	r	27OCT_13_plr	13	1_FR_FF	4	18	1_FR_FF	FF
27OCT_14_pl2	2	27OCT_14	14	1_FR_FF	4	18	1_FR_FF	FF
27OCT_14_plr	r	27OCT_14_plr	14	1_FR_FF	4	18	1_FR_FF	FF
27OCT_15_pl2	2	27OCT_15	15	4_FR_FF	5	18	4_FR_FF	FR
27OCT_15_plr	r	27OCT_15_plr	15	4_FR_FF	5	18	4_FR_FF	FR
27OCT_16_pl2	2	27OCT_16	16	4_FR_FF	5	18	4_FR_FF	FR
27OCT_16_plr	r	27OCT_16_plr	16	4_FR_FF	5	18	4_FR_FF	FR
27OCT_17_pl2	2	27OCT_17	17	4_FR_FF	5	18	4_FR_FF	FR
27OCT_17_plr	r	27OCT_17_plr	17	4_FR_FF	5	18	4_FR_FF	FR
27OCT_18_plr	r	27OCT_18_plr	18	1_pre_FF	6	18	1_pre_FF	FF
27OCT_19_plr	r	27OCT_19_plr	19	1_pre_FF	6	18	1_pre_FF	FF
27OCT_20_plr	r	27OCT_20_plr	20	1_pre_FF	6	18	1_pre_FF	FF
27OCT_21_plr	r	27OCT_21_plr	21	4_pre_FF	7	18	4_pre_FF	pre
27OCT_22_plr	r	27OCT_22_plr	22	4_pre_FF	7	18	4_pre_FF	pre
27OCT_23_plr	r	27OCT_23_plr	23	4_pre_FF	7	18	4_pre_FF	pre
28NOV_01_pl2	2	28NOV_01	1	FF	1	50	FF	FF
28NOV_02_pl2	2	28NOV_02	2	FF	1	50	FF	FF
28NOV_03_pl2	2	28NOV_03	3	FF	1	50	FF	FF
28NOV_04_pl2	2	28NOV_04	4	FF	1	50	FF	FF
28NOV_05_pl2	2	28NOV_05	5	FR	2	50	FR	FR
28NOV_06_pl2	2	28NOV_06	6	FR	2	50	FR	FR
28NOV_07_pl2	2	28NOV_07	7	FR	2	50	FR	FR
28NOV_08_pl2	2	28NOV_08	8	FR	2	50	FR	FR
28NOV_09_pl2	2	28NOV_09	9	pre	3	50	pre	pre
28NOV_10_pl2	2	28NOV_10	10	pre	3	50	pre	pre
28NOV_11_pl2	2	28NOV_11	11	pre	3	50	pre	pre
28NOV_12_pl2	2	28NOV_12	12	1_FR_FF	4	50	1_FR_FF	FF
28NOV_13_pl2	2	28NOV_13	13	1_FR_FF	4	50	1_FR_FF	FF
28NOV_14_pl2	2	28NOV_14	14	1_FR_FF	4	50	1_FR_FF	FF
28NOV_15_pl2	2	28NOV_15	15	4_FR_FF	5	50	4_FR_FF	FR
28NOV_16_pl2	2	28NOV_16	16	4_FR_FF	5	50	4_FR_FF	FR
28NOV_17_pl2	2	28NOV_17	17	4_FR_FF	5	50	4_FR_FF	FR
28NOV_18_pl2	2	28NOV_18	18	1_pre_FF	6	50	1_pre_FF	FF
28NOV_19_pl2	2	28NOV_19	19	1_pre_FF	6	50	1_pre_FF	FF
28NOV_20_pl2	2	28NOV_20	20	1_pre_FF	6	50	1_pre_FF	FF
28NOV_21_pl2	2	28NOV_21	21	4_pre_FF	7	50	4_pre_FF	pre
28NOV_22_pl2	2	28NOV_22	22	4_pre_FF	7	50	4_pre_FF	pre
28NOV_23_pl2	2	28NOV_23	23	4_pre_FF	7	50	4_pre_FF	pre
28OCT_01_plr	r	28OCT_01_plr	1	FF	1	19	FF	FF
28OCT_02_plr	r	28OCT_02_plr	2	FF	1	19	FF	FF
28OCT_03_plr	r	28OCT_03_plr	3	FF	1	19	FF	FF
28OCT_04_plr	r	28OCT_04_plr	4	FF	1	19	FF	FF
28OCT_05_plr	r	28OCT_05_plr	5	FR	2	19	FR	FR
28OCT_06_plr	r	28OCT_06_plr	6	FR	2	19	FR	FR
28OCT_07_plr	r	28OCT_07_plr	7	FR	2	19	FR	FR
28OCT_08_plr	r	28OCT_08_plr	8	FR	2	19	FR	FR
28OCT_09_plr	r	28OCT_09_plr	9	pre	3	19	pre	pre
28OCT_10_pl1	1	28OCT10_pl1	10	pre	3	19	pre	pre
28OCT_11_pl1	1	28OCT11_pl1	11	pre	3	19	pre	pre
28OCT_12_pl1	1	28OCT12_pl1	12	1_FR_FF	4	19	1_FR_FF	FR
28OCT_13_pl1	1	28OCT13_pl1	13	1_FR_FF	4	19	1_FR_FF	FR
28OCT_14_pl1	1	28OCT14_pl1	14	1_FR_FF	4	19	1_FR_FF	FR
28OCT_15_pl1	1	28OCT15_pl1	15	4_FR_FF	5	19	4_FR_FF	FF
28OCT_16_pl1	1	28OCT16_pl1	16	4_FR_FF	5	19	4_FR_FF	FF
28OCT_17_pl1	1	28OCT17_pl1	17	4_FR_FF	5	19	4_FR_FF	FF
28OCT_18_pl1	1	28OCT18_pl1	18	1_pre_FF	6	19	1_pre_FF	pre
28OCT_19_pl1	1	28OCT19_pl1	19	1_pre_FF	6	19	1_pre_FF	pre
28OCT_20_pl1	1	28OCT20_pl1	20	1_pre_FF	6	19	1_pre_FF	pre
28OCT_21_pl1	1	28OCT21_pl1	21	4_pre_FF	7	19	4_pre_FF	FF
28OCT_22_pl1	1	28OCT22_pl1	22	4_pre_FF	7	19	4_pre_FF	FF
28OCT_23_pl1	1	28OCT23_pl1	23	4_pre_FF	7	19	4_pre_FF	FF
29NOV_01_pl2	2	29NOV_01	1	FF	1	51	FF	FF
29NOV_02_pl2	2	29NOV_02	2	FF	1	51	FF	FF
29NOV_03_pl2	2	29NOV_03	3	FF	1	51	FF	FF
29NOV_04_pl2	2	29NOV_04	4	FF	1	51	FF	FF
29NOV_05_pl2	2	29NOV_05	5	FR	2	51	FR	FR
29NOV_06_pl2	2	29NOV_06	6	FR	2	51	FR	FR
29NOV_07_pl2	2	29NOV_07	7	FR	2	51	FR	FR
29NOV_08_pl2	2	29NOV_08	8	FR	2	51	FR	FR
29NOV_09_pl2	2	29NOV_09	9	pre	3	51	pre	pre
29NOV_10_pl2	2	29NOV_10	10	pre	3	51	pre	pre
29NOV_11_pl2	2	29NOV_11	11	pre	3	51	pre	pre
29NOV_12_pl2	2	29NOV_12	12	1_FR_FF	4	51	1_FR_FF	FR
29NOV_13_pl2	2	29NOV_13	13	1_FR_FF	4	51	1_FR_FF	FR
29NOV_14_pl2	2	29NOV_14	14	1_FR_FF	4	51	1_FR_FF	FR
29NOV_15_pl2	2	29NOV_15	15	4_FR_FF	5	51	4_FR_FF	FF
29NOV_16_pl2	2	29NOV_16	16	4_FR_FF	5	51	4_FR_FF	FF
29NOV_17_pl2	2	29NOV_17	17	4_FR_FF	5	51	4_FR_FF	FF
29NOV_18_pl2	2	29NOV_18	18	1_pre_FF	6	51	1_pre_FF	pre
29NOV_19_pl2	2	29NOV_19	19	1_pre_FF	6	51	1_pre_FF	pre
29NOV_20_pl2	2	29NOV_20	20	1_pre_FF	6	51	1_pre_FF	pre
29NOV_21_pl2	2	29NOV_21	21	4_pre_FF	7	51	4_pre_FF	FF
29NOV_22_pl2	2	29NOV_22	22	4_pre_FF	7	51	4_pre_FF	FF
29NOV_23_pl2	2	29NOV_23	23	4_pre_FF	7	51	4_pre_FF	FF
29OCT_01_pl1	1	29OCT01_pl1	1	FF	1	20	FF	FF
29OCT_02_pl1	1	29OCT02_pl1	2	FF	1	20	FF	FF
29OCT_03_pl1	1	29OCT03_pl1	3	FF	1	20	FF	FF
29OCT_04_pl1	1	29OCT04_pl1	4	FF	1	20	FF	FF
29OCT_05_pl1	1	29OCT05_pl1	5	FR	2	20	FR	FR
29OCT_06_pl1	1	29OCT06_pl1	6	FR	2	20	FR	FR
29OCT_07_pl1	1	29OCT07_pl1	7	FR	2	20	FR	FR
29OCT_08_pl1	1	29OCT08_pl1	8	FR	2	20	FR	FR
29OCT_09_plr	r	29OCT_09_plr	9	pre	3	20	pre	pre
29OCT_10_pl1	1	29OCT10_pl1	10	pre	3	20	pre	pre
29OCT_11_pl1	1	29OCT11_pl1	11	pre	3	20	pre	pre
29OCT_12_pl1	1	29OCT12_pl1	12	1_FR_FF	4	20	1_FR_FF	FF
29OCT_13_pl1	1	29OCT13_pl1	13	1_FR_FF	4	20	1_FR_FF	FF
29OCT_14_pl1	1	29OCT14_pl1	14	1_FR_FF	4	20	1_FR_FF	FF
29OCT_15_pl1	1	29OCT15_pl1	15	4_FR_FF	5	20	4_FR_FF	FF
29OCT_16_pl1	1	29OCT16_pl1	16	4_FR_FF	5	20	4_FR_FF	FF
29OCT_17_pl1	1	29OCT17_pl1	17	4_FR_FF	5	20	4_FR_FF	FF
29OCT_17_pl2	2	29OCT_17	17	4_FR_FF	5	20	4_FR_FF	FF
29OCT_18_pl1	1	29OCT18_pl1	18	1_pre_FF	6	20	1_pre_FF	FF
29OCT_19_pl1	1	29OCT19_pl1	19	1_pre_FF	6	20	1_pre_FF	FF
29OCT_21_plr	r	29OCT_21_plr	21	4_pre_FF	7	20	4_pre_FF	FF
29OCT_22_pl1	1	29OCT22_pl1	22	4_pre_FF	7	20	4_pre_FF	FF
29OCT_23_pl1	1	29OCT23_pl1	23	4_pre_FF	7	20	4_pre_FF	FF
30NOV_01_pl2	2	30NOV_01	1	FF	1	52	FF	FF
30NOV_02_pl2	2	30NOV_02	2	FF	1	52	FF	FF
30NOV_03_pl2	2	30NOV_03	3	FF	1	52	FF	FF
30NOV_04_pl2	2	30NOV_04	4	FF	1	52	FF	FF
30NOV_05_pl2	2	30NOV_05	5	FR	2	52	FR	FR
30NOV_06_pl2	2	30NOV_06	6	FR	2	52	FR	FR
30NOV_07_pl2	2	30NOV_07	7	FR	2	52	FR	FR
30NOV_08_pl2	2	30NOV_08	8	FR	2	52	FR	FR
30NOV_09_pl2	2	30NOV_09	9	pre	3	52	pre	pre
30NOV_10_pl2	2	30NOV_10	10	pre	3	52	pre	pre
30NOV_11_pl2	2	30NOV_11	11	pre	3	52	pre	pre
30NOV_12_pl2	2	30NOV_12	12	1_FR_FF	4	52	1_FR_FF	FF
30NOV_13_pl2	2	30NOV_13	13	1_FR_FF	4	52	1_FR_FF	FF
30NOV_14_pl2	2	30NOV_14	14	1_FR_FF	4	52	1_FR_FF	FF
30NOV_15_pl2	2	30NOV_15	15	4_FR_FF	5	52	4_FR_FF	FF
30NOV_16_pl2	2	30NOV_16	16	4_FR_FF	5	52	4_FR_FF	FF
30NOV_17_pl2	2	30NOV_17	17	4_FR_FF	5	52	4_FR_FF	FF
30NOV_18_pl2	2	30NOV_18	18	1_pre_FF	6	52	1_pre_FF	FF
30NOV_19_pl2	2	30NOV_19	19	1_pre_FF	6	52	1_pre_FF	FF
30NOV_20_pl2	2	30NOV_20	20	1_pre_FF	6	52	1_pre_FF	FF
30NOV_21_pl2	2	30NOV_21	21	4_pre_FF	7	52	4_pre_FF	FF
30NOV_22_pl2	2	30NOV_22	22	4_pre_FF	7	52	4_pre_FF	FF
30NOV_23_pl2	2	30NOV_23	23	4_pre_FF	7	52	4_pre_FF	FF
30OCT_01_pl1	1	30OCT01_pl1	1	FF	1	21	FF	FF
30OCT_02_pl1	1	30OCT02_pl1	2	FF	1	21	FF	FF
30OCT_03_pl1	1	30OCT03_pl1	3	FF	1	21	FF	FF
30OCT_04_pl1	1	30OCT04_pl1	4	FF	1	21	FF	FF
30OCT_05_pl1	1	30OCT05_pl1	5	FR	2	21	FR	FR
30OCT_06_pl1	1	30OCT06_pl1	6	FR	2	21	FR	FR
30OCT_07_pl1	1	30OCT07_pl1	7	FR	2	21	FR	FR
30OCT_08_pl1	1	30OCT08_pl1	8	FR	2	21	FR	FR
30OCT_10_plr	r	30OCT_10_plr	10	pre	3	21	pre	pre
30OCT_11_pl1	1	30OCT11_pl1	11	pre	3	21	pre	pre
30OCT_12_pl1	1	30OCT12_pl1	12	1_FR_FF	4	21	1_FR_FF	FR
30OCT_13_pl1	1	30OCT13_pl1	13	1_FR_FF	4	21	1_FR_FF	FR
30OCT_14_pl1	1	30OCT14_pl1	14	1_FR_FF	4	21	1_FR_FF	FR
30OCT_15_pl1	1	30OCT15_pl1	15	4_FR_FF	5	21	4_FR_FF	FF
30OCT_16_pl1	1	30OCT16_pl1	16	4_FR_FF	5	21	4_FR_FF	FF
30OCT_17_pl1	1	30OCT17_pl1	17	4_FR_FF	5	21	4_FR_FF	FF
30OCT_18_pl1	1	30OCT18_pl1	18	1_pre_FF	6	21	1_pre_FF	pre
30OCT_18_pl2	2	30OCT_18	18	1_pre_FF	6	21	1_pre_FF	pre
30OCT_19_pl1	1	30OCT19_pl1	19	1_pre_FF	6	21	1_pre_FF	pre
30OCT_20_pl1	1	30OCT20_pl1	20	1_pre_FF	6	21	1_pre_FF	pre
30OCT_22_pl1	1	30OCT22_pl1	22	4_pre_FF	7	21	4_pre_FF	FF
30OCT_23_pl1	1	30OCT23_pl1	23	4_pre_FF	7	21	4_pre_FF	FF
30OCT_6_pl2	2	30OCT_6	6	FR	2	21	FR	FR
31OCT_01_pl1	1	31OCT01_pl1	1	FF	1	22	FF	FF
31OCT_02_pl1	1	31OCT02_pl1	2	FF	1	22	FF	FF
31OCT_03_pl1	1	31OCT03_pl1	3	FF	1	22	FF	FF
31OCT_04_pl1	1	31OCT04_pl1	4	FF	1	22	FF	FF
31OCT_05_pl1	1	31OCT05_pl1	5	FR	2	22	FR	FR
31OCT_06_pl1	1	31OCT06_pl1	6	FR	2	22	FR	FR
31OCT_07_pl1	1	31OCT07_pl1	7	FR	2	22	FR	FR
31OCT_08_pl1	1	31OCT08_pl1	8	FR	2	22	FR	FR
31OCT_09_pl1	1	31OCT09_pl1	9	pre	3	22	pre	pre
31OCT_10_pl1	1	31OCT10_pl1	10	pre	3	22	pre	pre
31OCT_11_pl1	1	31OCT11_pl1	11	pre	3	22	pre	pre
31OCT_12_pl1	1	31OCT12_pl1	12	1_FR_FF	4	22	1_FR_FF	FF
31OCT_13_pl1	1	31OCT13_pl1	13	1_FR_FF	4	22	1_FR_FF	FF
31OCT_14_pl1	1	31OCT14_pl1	14	1_FR_FF	4	22	1_FR_FF	FF
31OCT_15_pl1	1	31OCT15_pl1	15	4_FR_FF	5	22	4_FR_FF	FF
31OCT_16_pl1	1	31OCT16_pl1	16	4_FR_FF	5	22	4_FR_FF	FF
31OCT_17_pl1	1	31OCT17_pl1	17	4_FR_FF	5	22	4_FR_FF	FF
31OCT_18_pl1	1	31OCT18_pl1	18	1_pre_FF	6	22	1_pre_FF	FF
31OCT_19_pl1	1	31OCT19_pl1	19	1_pre_FF	6	22	1_pre_FF	FF
31OCT_20_pl1	1	31OCT20_pl1	20	1_pre_FF	6	22	1_pre_FF	FF
31OCT_21_pl1	1	31OCT21_pl1	21	4_pre_FF	7	22	4_pre_FF	FF
31OCT_22_pl1	1	31OCT22_pl1	22	4_pre_FF	7	22	4_pre_FF	FF
31OCT_23_pl1	1	31OCT23_pl1	23	4_pre_FF	7	22	4_pre_FF	FF
31OCT_23_pl2	2	31OCT_23	23	4_pre_FF	7	22	4_pre_FF	FF
Cecal01_pl1	1	Cecal01_pl1	Cecal01	FF	1	54	FF	FF
Cecal02_pl1	1	Cecal02_pl1	Cecal02	FF	1	54	FF	FF
Cecal04_pl1	1	Cecal04_pl1	Cecal04	FF	1	54	FF	FF
Cecal05_pl1	1	Cecal05_pl1	Cecal05	FR	2	54	FR	FR
Cecal06_pl1	1	Cecal06_pl1	Cecal06	FR	2	54	FR	FR
Cecal07_pl1	1	Cecal07_pl1	Cecal07	FR	2	54	FR	FR
Cecal08_pl1	1	Cecal08_pl1	Cecal08	FR	2	54	FR	FR
Cecal09_pl1	1	Cecal09_pl1	Cecal09	pre	3	54	pre	pre
Cecal10_pl1	1	Cecal10_pl1	Cecal10	pre	3	54	pre	pre
Cecal10_pl2	2	Cecal10	Cecal10	pre	3	54	pre	pre
Cecal11_pl1	1	Cecal11_pl1	Cecal11	pre	3	54	pre	pre
Cecal11_pl2	2	Cecal11	Cecal11	pre	3	54	pre	pre
Cecal12_pl1	1	Cecal12_pl1	Cecal12	1_FR_FF	4	54	1_FR_FF	FF
Cecal12_pl2	2	Cecal12	Cecal12	1_FR_FF	4	54	1_FR_FF	FF
