	sampleID	mouse	day_of_diet	day	experiment	cage	sex	B_theta	B_ovatus	B_uniformis	B_caccae	B_intestihominis	E_rectale	C_symbiosum	B_formatexigens	R_intestinalis	F_prausnitzii	E_coli	D_piger	C_aerofaciens	A_muciniphila	cagegroup
11	01_Jun_11	11	FR	22	exp2	c10	male	9.93592218018992	17.3704933220103	9.59623253300394	3.23091175789392	1.25453562881186	13.7921716976762	1.28541650582877	5.71296224812785	7.60827607504053	0.00386010962711341	5.51609665714506	1.97637612908207	1.96865590982784	20.7480892457346	FR_c10
12	01_Jun_12	12	FR	22	exp2	c10	male	11.7994405884181	19.0303532580545	11.3229047964363	3.14410027970579	1.54356158707138	14.64829586657	0.999689215787838	3.08712317414275	6.70257950896094	2.70382264580959	3.10784212162022	3.63099554542629	0.859836320314928	17.4194550916813	FR_c10
13	01_Jun_13	13	FR	22	exp2	c10	male	13.6072222949104	20.7902656025121	7.43599808103275	3.27096689781499	1.25168999956387	8.42601072877142	0.867896550220245	8.29081076366174	6.83414017183479	0	4.54010205416721	3.32330236818003	2.6473025426316	18.7142919446989	FR_c10
14	01_Jun_14	14	FR	22	exp2	c11	male	13.863124184557	19.1056814138299	9.56944609180406	2.59755663622346	1.34740837385838	19.2551298778318	0.851619025026687	5.55805954216582	0.175542640256197	0	5.61499229035702	1.95706321907247	0.910923971059186	19.193452733958	FR_c11
15	01DEC_01_pl2	1	FF	53	exp1	c1	male	6.11983711460151	2.81559045956952	10.4673259647082	17.6924568547605	3.14523948031801	0.00387822377351173	3.38956757804925	1.00833818111305	0.992825286019003	1.47760325770797	5.51095598216017	4.83226682179562	4.53752181500873	38.006592980415	FF_c1
16	01DEC_02_pl2	2	FF	53	exp1	c1	male	7.23581467985424	3.04528891202499	11.1270171785528	19.4213083463474	1.70917924692001	0	4.80218636127017	0.989068193649141	0.772167273989242	1.5139684192261	4.29897622765921	5.62207183758459	5.26635432934236	34.1965989935797	FF_c1
17	01DEC_03_pl2	3	FF	53	exp1	c2	female	5.42547876769359	2.23147377185679	8.81265611990008	21.3655287260616	0.756036636136553	0.173189009159034	6.30141548709409	2.5811823480433	0	0	8.67943380516236	5.40216486261449	4.20649458784346	34.0649458784346	FF_c2
18	01DEC_05_pl2	5	FR	53	exp1	c3	male	12.4343600595658	14.824829532095	8.41758758523395	3.1859863625676	1.72035425973822	16.0514146876714	0.156752096559291	9.22877968492829	2.19452935183008	2.41006348459911	4.50270397366565	1.5048201269692	1.69684144525433	21.670977349322	FR_c3
19	01DEC_06_pl2	6	FR	53	exp1	c3	male	11.1058763063217	18.7296556450231	8.72023299640226	2.89532293986637	2.11581291759465	12.326537604934	0.0985095083090629	11.1358574610245	1.61041630974816	3.5206441665239	4.02175775227	1.21637827651191	3.60630460853178	18.8966935069385	FR_c3
20	01DEC_07_pl2	7	FR	53	exp1	c4	female	10.429286278641	15.7605628503706	9.30057564242447	3.49147823469656	2.12950073366191	16.2045223672824	0.252078708755032	9.79344595357237	2.14831257759886	0	4.58256518303924	0.835245870800256	2.67128183904586	22.4011437601114	FR_c4
